english_name,chinese_name,source_id,extra_json
Super Street Fighter IV – 3D Edition (EU)(M5),超级街霸4 3D,0011,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0011.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Capcom""}"
Dead or Alive – Dimensions (EU)(M6),死或生-多重维度,0012,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0012.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Koei Tecmo Games""}"
Tom Clancy's Splinter Cell 3D (EU)(M5),细胞分裂3D,0013,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0013.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Ubisoft""}"
Ridge Racer 3D (EU)(M5),山脊赛车3D,0014,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0014.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Namco Bandai Games""}"
Doctor Lautrec and the Forgotten Knights (EU)(M5),罗特里克博士和忘却的骑士团,0015,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0015.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Konami""}"
Mario Kart 7 (EU)(M7),马里奥赛车7,0016,"{""genre"":""驾驶|竞速"",""img"":""https://data.yang2000ling.com/img/3ds_200/0016.jpg"",""language"":""英语|俄语|法语|西班牙语|德语|意大利语|荷兰语|葡萄牙语"",""publisher"":""Nintendo""}"
Steel Diver (EU)(M5),钢铁机师,0017,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0017.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Ubisoft""}"
Tetris (EU)(M6),俄罗斯方块,0018,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0018.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Nintendo""}"
Cubic Ninja (EU)(M6),立体忍者,0019,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0019.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Nintendo""}"
Asphalt 3D (EU)(M5),狂野飙车3D,0020,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0020.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Ubisoft""}"
LEGO Pirates of the Caribbean – The Video Game (EU)(M9),乐高加勒比海盗,0021,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0021.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|瑞典语|挪威语"",""publisher"":""Disney Interactive Studios""}"
Driver – Renegade 3D (EU)(M10),车神-极道无限3D,0022,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0022.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Ubisoft""}"
"Sims 3, The (EU)(M6)",模拟人生3,0023,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0023.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Electronic Arts""}"
Madden NFL Football (EU),麦登橄榄球,0024,"{""genre"":""运动|传统|橄榄球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0024.jpg"",""language"":""英语"",""publisher"":""Electronic Arts""}"
Ridge Racer 3D (JP),山脊赛车3D,0025,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0025.jpg"",""language"":""日语"",""publisher"":""Bandai Namco Games""}"
Super Pokemon Rumble (EU)(M5),超级口袋妖怪-乱战,0026,"{""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/3ds_200/0026.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Nintendo""}"
Tales of the Abyss (EU),深渊传说,0027,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0027.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
Green Lantern – Rise of the Manhunters (EU)(M6),绿灯侠-猎人的崛起,0028,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0028.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
Thor – God of Thunder (EU)(M5),雷神托尔,0029,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0029.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""SEGA""}"
Dream Trigger 3D (EU)(M3),梦想扳机,0030,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0030.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Namco Bandai Games""}"
Ridge Racer 3D (US)(M3),山脊赛车3D,0031,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0031.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Namco Bandai Games""}"
Pilotwings Resort (US)(M3),飞行之翼-旅游圣地,0032,"{""genre"":""模拟|飞行"",""img"":""https://data.yang2000ling.com/img/3ds_200/0032.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
"Legend of Zelda – Ocarina of Time 3D, The (US)(M3)",塞尔达传说-时之笛3D,0033,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0033.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
Steel Diver (US)(M3),钢铁机师,0034,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0034.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
Nintendogs + Cats – Toy Poodle & New Friends (US)(M3),任天狗+猫-玩具贵宾犬与新朋友,0035,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0035.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
Tom Clancy's – Shadow Wars (US)(M3),幽灵战士-暗影战争,0036,"{""genre"":""策略|回合制"",""img"":""https://data.yang2000ling.com/img/3ds_200/0036.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Ubisoft""}"
Super Street Fighter IV – 3D Edition (US)(M3),超级街霸4 3D,0037,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0037.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Capcom""}"
Blazblue – Continuum Shift II (EU)(M4),苍翼默示录-连续变换2,0038,"{""genre"":""动作|战斗|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0038.jpg"",""language"":""英语|日语|韩语|中文"",""publisher"":""Arc System Works""}"
Cave Story 3D (US),洞窟物语3D,0039,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0039.jpg"",""language"":""英语"",""publisher"":""NIS America""}"
Mario Kart 7 (US)(M3),马里奥赛车7,0040,"{""genre"":""驾驶|竞速"",""img"":""https://data.yang2000ling.com/img/3ds_200/0040.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
Super Mario 3D Land (US)(M3),超级马里奥大陆3D,0041,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0041.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
Super Monkey Ball 3D (US)(M3),超级猴球3D,0042,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0042.jpg"",""language"":""英语"",""publisher"":""SEGA""}"
Sonic Generations (US)(M3),索尼克世代,0043,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0043.jpg"",""language"":""英语"",""publisher"":""SEGA""}"
Star Fox 64 3D (US)(M3),星际火狐64 3D,0044,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0044.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
Shinobi (US)(M3),忍,0045,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0045.jpg"",""language"":""英语"",""publisher"":""SEGA""}"
Bit.Trip Saga (US),像素跑者-传说,0046,"{""genre"":""混合|选辑"",""img"":""https://data.yang2000ling.com/img/3ds_200/0046.jpg"",""language"":""英语"",""publisher"":""Aksys Games""}"
SpongeBob SquigglePants 3D (EU)(M6),海绵宝宝3D,0047,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0047.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""THQ""}"
Captain America – Super Soldier (EU)(M5),美国队长-超级战士,0048,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0048.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""SEGA""}"
Pro Evolution Soccer 2011 3D (EU)(M3),实况足球2011 3D,0049,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0049.jpg"",""language"":""英语|法语|德语"",""publisher"":""Konami""}"
Harvest Moon 3D – The Tale of Two Towns (US),牧场物语3D-双子村历险,0050,"{""genre"":""策略|建造"",""img"":""https://data.yang2000ling.com/img/3ds_200/0050.jpg"",""language"":""英语"",""publisher"":""Natsume""}"
Dead or Alive – Dimensions (US)(M6),死或生-多重维度,0051,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0051.jpg"",""language"":""英语"",""publisher"":""Koei Tecmo Games""}"
"Adventures of Tintin – The Game, The (EU)(M10)",丁丁历险记,0052,"{""genre"":""冒险|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0052.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|丹麦语|瑞典语|挪威语|芬兰语"",""publisher"":""Ubisoft""}"
Shin Megami Tensei – Devil Survivor Overclocked (US),真女神转生-恶魔幸存者：超频,0053,"{""genre"":""RPG|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0053.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
Tetris Axis (US)(M3),俄罗斯方块-新轴向,0054,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0054.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
Nano Assault (US),纳米突袭,0055,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0055.jpg"",""language"":""英语"",""publisher"":""Majesco Games""}"
Shinobi (EU)(M5),忍,0056,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0056.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""SEGA""}"
Naruto Shippuden 3D – The New Era (EU)(M2),火影忍者3D-新时代,0057,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0057.jpg"",""language"":""法语|意大利语"",""publisher"":""505 Games""}"
Sudoku – The Puzzle Game Collection (EU)(M5),数独,0058,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0058.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Hudson Soft""}"
Combat of Giants – Dinosaurs 3D (EU)(M9),恐龙突袭3D,0059,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0059.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|丹麦语|瑞典语|挪威语"",""publisher"":""Ubisoft""}"
Zoo Resort 3D (EU)(M6),动物园胜地3D,0060,"{""genre"":""模拟|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0060.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""Ubisoft""}"
Blazblue – Continuum Shift II (US)(M4),苍翼默示录-连续变换2,0061,"{""genre"":""动作|战斗|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0061.jpg"",""language"":""英语|日语|韩语|中文"",""publisher"":""Aksys Games""}"
Transformers – Dark of the Moon – Stealth Force Edition (EU)(M5),变形金刚-暗月,0062,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0062.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Activision""}"
Ace Combat – Assault Horizon Legacy (US)(M3),皇牌空战:突击地平线-遗产,0063,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0063.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
Layton Kyouju to Kiseki no Kamen (JP),雷顿教授与奇迹假面,0064,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0064.jpg"",""language"":""日语"",""publisher"":""Level 5""}"
Super Street Fighter IV – 3D Edition (JP),超级街霸4 3D,0065,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0065.jpg"",""language"":""日语"",""publisher"":""Capcom""}"
F1 2011 (EU)(M5),方程式赛车 2011,0066,"{""genre"":""驾驶|竞速"",""img"":""https://data.yang2000ling.com/img/3ds_200/0066.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Codemasters""}"
Ace Combat – Assault Horizon Legacy (EU)(M5),皇牌空战:突击地平线-遗产,0067,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0067.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Namco Bandai Games""}"
DualPenSports (EU)(M5),双笔运动,0068,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0068.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Namco Bandai Games""}"
Mahjong Cub3D (US),麻将3D,0069,"{""genre"":""混合|棋牌"",""img"":""https://data.yang2000ling.com/img/3ds_200/0069.jpg"",""language"":""英语"",""publisher"":""Atlus""}"
Pokemon Rumble Blast (US),超级神奇宝贝大纷争,0070,"{""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/3ds_200/0070.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
"Sims 3 – Pets, The (US)(M3)",模拟人生3-宠物,0071,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0071.jpg"",""language"":""英语"",""publisher"":""Electronic Arts""}"
LEGO Harry Potter – Years 5-7 (US)(M4),乐高哈里波特-5-7年,0072,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0072.jpg"",""language"":""英语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
LEGO Pirates of the Caribbean – The Video Game (US)(M3),乐高加勒比海盗,0073,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0073.jpg"",""language"":""英语"",""publisher"":""Disney Interactive Studios""}"
Cartoon Network – Punch Time Explosion (EU)(M5),卡通频道大乱斗,0074,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0074.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Deep Silver""}"
LEGO Star Wars III – The Clone Wars (US)(M3),乐高星球大战3-克隆战争,0075,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0075.jpg"",""language"":""英语"",""publisher"":""LucasArts""}"
WWE All Stars (US)(M3),全明星摔角,0076,"{""genre"":""动作|战斗|摔跤"",""img"":""https://data.yang2000ling.com/img/3ds_200/0076.jpg"",""language"":""英语"",""publisher"":""THQ""}"
FIFA 12 (EU)(M3),FIFA足球12,0077,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0077.jpg"",""language"":""英语|法语|荷兰语"",""publisher"":""Electronic Arts""}"
Samurai Warriors Chronicles (US),战国无双编年史,0078,"{""genre"":""动作|暴力"",""img"":""https://data.yang2000ling.com/img/3ds_200/0078.jpg"",""language"":""英语"",""publisher"":""Koei Tecmo Games""}"
Tom Clancy's Splinter Cell 3D (US)(M3),细胞分裂3D,0079,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0079.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
Resident Evil – Revelations (EU)(M6),生化危机-启示录,0080,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0080.jpg"",""language"":""英语|日语|法语|西班牙语|德语|意大利语"",""publisher"":""Capcom""}"
FIFA Soccer 12 (US)(M3),FIFA足球12,0081,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0081.jpg"",""language"":""英语"",""publisher"":""Electronic Arts""}"
Bust-a-Move Universe (US)(M3),飞出来吧!泡泡龙3D,0082,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0082.jpg"",""language"":""英语"",""publisher"":""Square Enix""}"
Wipeout 2 (US),勇敢向前冲2,0083,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0083.jpg"",""language"":""英语"",""publisher"":""Activision""}"
Marvel Super Hero Squad – The Infinity Gauntlet (EU)(M4),漫威超级英雄-无限挑战,0084,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0084.jpg"",""language"":""英语|法语|西班牙语|意大利语"",""publisher"":""THQ""}"
Pac-Man Party 3D (US)(M3),吃豆人聚会,0085,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0085.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
Rabbids – Travel in Time 3D (US)(M3),疯狂的兔子-时间旅行3D,0086,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0086.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
SpongeBob SquigglePants 3D (US)(M3),海绵宝宝3D,0087,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0087.jpg"",""language"":""英语"",""publisher"":""THQ""}"
Rabbids 3D (EU)(M10),疯狂的兔子3D,0088,"{""genre"":""动作|平面|2D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0088.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语|葡萄牙语|丹麦语|瑞典语|挪威语"",""publisher"":""Ubisoft""}"
WWE All Stars (EU)(M5),全明星摔角,0089,"{""genre"":""动作|战斗|摔跤"",""img"":""https://data.yang2000ling.com/img/3ds_200/0089.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""THQ""}"
Cooking Mama 4 – Kitchen Magic (US),料理妈妈4-厨房魔术,0090,"{""genre"":""混合|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0090.jpg"",""language"":""英语"",""publisher"":""Majesco Games""}"
Michael Jackson – The Experience 3D (EU)(M5),迈克尔杰克逊-生涯 3D,0091,"{""genre"":""混合|节奏"",""img"":""https://data.yang2000ling.com/img/3ds_200/0091.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Ubisoft""}"
Generator Rex – Agent of Providence (EU)(M5),变形小雷 神之刺客,0092,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0092.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Activision""}"
Pro Evolution Soccer 2011 3D (US)(M3),实况足球2011 3D,0093,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0093.jpg"",""language"":""英语"",""publisher"":""Konami""}"
Pro Evolution Soccer 2012 3D (US)(M4),实况足球2012 3D,0094,"{""genre"":""运动|传统|足球"",""img"":""https://data.yang2000ling.com/img/3ds_200/0094.jpg"",""language"":""英语"",""publisher"":""Konami""}"
Dream Trigger 3D (US)(M3),梦想扳机,0095,"{""genre"":""动作|射击"",""img"":""https://data.yang2000ling.com/img/3ds_200/0095.jpg"",""language"":""英语"",""publisher"":""D3 Publisher""}"
Nintendogs + Cats – Golden Retriever & New Friends (US)(M3),任天狗+猫-金毛犬与新朋友,0096,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0096.jpg"",""language"":""英语|法语|西班牙语"",""publisher"":""Nintendo""}"
Cartoon Network – Punch Time Explosion (US),卡通频道大乱斗,0097,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0097.jpg"",""language"":""英语"",""publisher"":""Crave Entertainment""}"
Driver – Renegade (US)(M3),车神/极道无限3D,0098,"{""genre"":""动作|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0098.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
James Noir's Hollywood Crimes (US)(M3),好莱坞犯罪,0099,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0099.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
Pac-Man & Galaga Dimensions (US)(M3),吃豆人与小蜜蜂,0100,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0100.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
Skylanders – Spyro's Adventure (US)(M2),小龙斯派罗的大冒险,0101,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0101.jpg"",""language"":""英语"",""publisher"":""Activision""}"
James Noir's Hollywood Crimes 3D (EU)(M5),好莱坞犯罪,0102,"{""genre"":""混合|解谜"",""img"":""https://data.yang2000ling.com/img/3ds_200/0102.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Ubisoft""}"
Tekken 3D – Prime Edition (EU)(M5),铁拳3D,0103,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0103.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语"",""publisher"":""Namco Bandai Games""}"
Mario & Sonic at the London 2012 Olympic Games (US)(M3),马里奥与索尼克在伦敦奥运会,0104,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0104.jpg"",""language"":""英语"",""publisher"":""SEGA""}"
Tales of the Abyss (US),深渊传说,0105,"{""genre"":""RPG|日式RPG"",""img"":""https://data.yang2000ling.com/img/3ds_200/0105.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
Tekken 3D – Prime Edition (US)(M3),铁拳3D,0106,"{""genre"":""动作|战斗|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0106.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
Metal Gear Solid 3D – Snake Eater (US)(M3),合金装备3D-食蛇者,0107,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0107.jpg"",""language"":""英语"",""publisher"":""Konami""}"
Resident Evil – Revelations (US)(M6),生化危机-启示录,0108,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0108.jpg"",""language"":""英语"",""publisher"":""Capcom""}"
Mario & Sonic at the London 2012 Olympic Games (EU)(M6),马里奥与索尼克在伦敦奥运会,0109,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0109.jpg"",""language"":""英语|法语|西班牙语|德语|意大利语|荷兰语"",""publisher"":""SEGA""}"
Asphalt 3D (US)(M3),狂野飙车3D,0110,"{""genre"":""驾驶|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0110.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
Green Lantern – Rise of the Manhunters (US),绿灯侠-猎人的崛起,0111,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0111.jpg"",""language"":""英语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
Happy Feet Two (US),快乐的大脚2,0112,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0112.jpg"",""language"":""英语"",""publisher"":""Warner Bros. Interactive Entertainment""}"
Nintendogs + Cats – French Bulldog & New Friends (US),任天狗+猫-法国斗牛犬与新朋友,0113,"{""genre"":""混合|虚拟生活"",""img"":""https://data.yang2000ling.com/img/3ds_200/0113.jpg"",""language"":""英语"",""publisher"":""Nintendo""}"
Rayman 3D (US),雷曼3D,0114,"{""genre"":""动作|平面|3D"",""img"":""https://data.yang2000ling.com/img/3ds_200/0114.jpg"",""language"":""英语"",""publisher"":""Ubisoft""}"
Resident Evil – The Mercenaries 3D (US),生化危机-雇佣军,0115,"{""genre"":""动作冒险"",""img"":""https://data.yang2000ling.com/img/3ds_200/0115.jpg"",""language"":""英语"",""publisher"":""Capcom""}"
DualPenSports (US),双笔运动,0116,"{""genre"":""运动|普通"",""img"":""https://data.yang2000ling.com/img/3ds_200/0116.jpg"",""language"":""英语"",""publisher"":""Namco Bandai Games""}"
